gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,nflId,height,weight,birthDate,collegeName,Position,displayName,season,week,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,gunners,puntRushers,specialTeamsSafeties,vises,kickContactType
2019092600,3086,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,3:16:00,,,,27,27,,70,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,4,9/26/2019,20:20:00,GB,PHI,,,,4,D,C,C,,,,,,8-0-2,,,GB 37; GB 81,,
2020120610,39,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,15:00:00,,,,0,0,,66,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,3.7,D,C,C,,,,,,8-0-2,,,GB 24; GB 39,,
2020120610,1074,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,PHI,15,8:29:00,,,,6,3,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,,,,,,,,,,,,PHI 49,,
2020120610,1090,"M.Crosby kicks 64 yards from GB 35 to PHI 1. B.Scott to PHI 20 for 19 yards (T.Summers). PENALTY on PHI-D.Taylor, Illegal Block Above the Waist, 10 yards, enforced at PHI 20.",2,0,0,GB,Kickoff,Return,32386,46270,,GB,35,8:29:00,IBW,PHI 52,10,7,3,,64,19,55,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,4.01,D,C,C,R,R,,,GB 44,8-0-2,,,GB 24; GB 39,,
2020120610,1473,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,PHI,15,0:57:00,,,,13,3,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,,,,,,,,,,,,PHI 49,,
2020120610,1489,M.Crosby kicks 64 yards from GB 35 to PHI 1. B.Scott to PHI 25 for 24 yards (R.Ramsey; K.Hollman).,2,0,0,GB,Kickoff,Return,32386,46270,,GB,35,0:57:00,,,,14,3,,64,24,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,F,C,C,C,C,,GB 29,GB 56,8-0-2,,,GB 24; GB 39,,
2020120610,2091,"M.Crosby extra point is No Good, Hit Left Upright, Center-H.Bradley, Holder-J.Scott.",3,0,0,GB,Extra Point,Kick Attempt No Good,32386,,,PHI,15,7:39:00,,,,20,3,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,,,,,,,,,,,,PHI 49,,
2020120610,2107,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,7:39:00,,,,20,3,,70,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,3.43,D,C,C,,,,,,8-0-2,,,GB 24; GB 39,,
2020120610,2660,"(11:23) M.Crosby 40 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,6,GB,Field Goal,Kick Attempt Good,32386,,,PHI,22,11:23:00,,,,20,3,,40,,0,32,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,,,,,,,,,,,,,,
2020120610,2679,M.Crosby kicks 65 yards from GB 35 to PHI 0. B.Scott to PHI 27 for 27 yards (O.Burks).,4,0,0,GB,Kickoff,Return,32386,46270,,GB,35,11:19:00,,,,23,3,,65,27,38,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,4.03,D,C,C,R,R,,,GB 42,8-0-2,,,GB 24; GB 39,,
2020120610,3448,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Extra Point,Kick Attempt Good,32386,,,PHI,15,2:36:00,,,,29,16,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,,,,,,,,,,,,,PHI 49,,
2020120610,3464,"M.Crosby kicks 66 yards from GB 35 to PHI -1. B.Scott to PHI 45 for 46 yards (T.Summers). PENALTY on GB-W.Redmond, Offside on Free Kick, 5 yards, enforced at PHI 45.",4,0,0,GB,Kickoff,Return,32386,46270,,GB,35,2:36:00,OFK,GB 25,-5,30,16,,66,46,15,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2020,13,12/6/2020,16:25:00,GB,PHI,,,,3.45,D,C,C,C,C,,,GB 44,8-0-2,,,GB 29; GB 39,,
2018120903,36,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,15:00:00,,,,0,0,,75,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.75,D,R,R,,,,,,8-0-2,,,GB 27; GB 28,,
2018120903,627,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",1,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ATL,15,7:11:00,,,,6,7,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 45,,
2018120903,643,M.Crosby kicks 66 yards from GB 35 to ATL -1. M.Hall to ATL 27 for 28 yards (J.Crawford).,1,0,0,GB,Kickoff,Return,32386,44074,,GB,35,7:11:00,,,,7,7,,66,28,38,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.73,D,C,C,C,C,,,GB 54,8-0-2,,,GB 27; GB 28,,
2018120903,1418,"(7:45) M.Crosby 50 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,16,GB,Field Goal,Kick Attempt Good,32386,,,ATL,32,7:45:00,,,,7,7,,50,,0,42,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 20; ATL 45,,
2018120903,1437,"M.Crosby kicks 65 yards from GB 35 to ATL 0. M.Hall MUFFS catch, and recovers at ATL 4. M.Hall to ATL 8 for 4 yards (J.Jackson).",2,0,0,GB,Kickoff,Muffed,32386,44074,,GB,35,7:45:00,,,,10,7,,65,4,57,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.45,D,C,C,R,C,,GB 42,GB 37,8-0-2,,,GB 82,,
2018120903,1554,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ATL,15,6:01:00,,,,16,7,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 20; ATL 45,,
2018120903,1570,M.Crosby kicks 65 yards from GB 35 to ATL 0. M.Hall to ATL 29 for 29 yards (J.Moore).,2,0,0,GB,Kickoff,Return,32386,44074,,GB,35,6:01:00,,,,17,7,,65,29,36,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.73,D,C,C,R,R,,,GB 82,8-0-2,,,GB 28; GB 82,,
2018120903,2161,"(:04) M.Crosby 48 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,4,GB,Field Goal,Kick Attempt Good,32386,,,ATL,30,0:04:00,,,,17,7,,48,,0,40,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 20; ATL 45,,
2018120903,2462,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",3,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ATL,15,12:44:00,,,,26,7,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 28; ATL 45,,
2018120903,2478,"M.Crosby kicks 61 yards from GB 35 to ATL 4. M.Hall to ATL 26 for 22 yards (J.Kumerow, E.Pleasant).",3,0,0,GB,Kickoff,Return,32386,44074,,GB,35,12:44:00,,,,27,7,,61,22,39,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.84,D,C,C,C,C,,GB 35,GB 16,8-0-2,,,GB 28; GB 82,,
2018120903,2814,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",3,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ATL,15,5:51:00,,,,33,7,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,,,,,,,,,,,,,ATL 20; ATL 45,,
2018120903,2830,M.Crosby kicks 67 yards from GB 35 to ATL -2. M.Hall pushed ob at ATL 24 for 26 yards (W.Redmond).,3,0,0,GB,Kickoff,Return,32386,44074,,GB,35,5:51:00,,,,34,7,,67,26,41,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,14,12/9/2018,13:00:00,GB,ATL,,,,3.83,D,R,R,L,L,,,GB 25,8-0-2,,,GB 28; GB 37,,
2018093003,36,"M.Crosby kicks 64 yards from GB 35 to BUF 1. T.Jones to BUF 19 for 18 yards (J.Jones, O.Burks).",1,0,0,GB,Kickoff,Return,32386,37200,,GB,35,15:00:00,,,,0,0,,64,18,46,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,3.87,D,R,R,L,L,,GB 27,GB 42,8-0-2,,,GB 23; GB 35; GB 42,,
2018093003,591,"M.Crosby extra point is No Good, Hit Right Upright, Center-H.Bradley, Holder-J.Scott.",1,0,0,GB,Extra Point,Kick Attempt No Good,32386,,,BUF,15,5:15:00,,,,6,0,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,,,,,,,,,,,,,BUF 27; BUF 49,,
2018093003,607,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,5:15:00,,,,6,0,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,3.79,D,R,R,,,,,,8-0-2,,,GB 23; GB 27,,
2018093003,1073,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,BUF,15,11:05:00,,,,12,0,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,,,,,,,,,,,,,BUF 27; BUF 49,,
2018093003,1089,M.Crosby kicks 69 yards from GB 35 to BUF -4. T.Jones to BUF 15 for 19 yards (J.Crawford).,2,0,0,GB,Kickoff,Return,32386,37200,,GB,35,11:05:00,,,,13,0,,69,19,50,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,3.74,D,R,R,C,C,,,GB 54,8-0-2,,,GB 23; GB 27,,
2018093003,2000,"(:03) M.Crosby 52 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,2,10,GB,Field Goal,Kick Attempt Good,32386,,,BUF,34,0:03:00,,,,13,0,,52,,0,76,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,,,,,,,,,,,,,BUF 21; BUF 27; BUF 49,,
2018093003,2256,"(11:17) M.Crosby 36 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,4,8,GB,Field Goal,Kick Attempt Good,32386,,,BUF,18,11:17:00,,,,16,0,,36,,0,92,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,,,,,,,,,,,,,BUF 49,,
2018093003,2275,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,11:13:00,,,,19,0,,75,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,4.04,D,C,C,,,,,,8-0-2,,,GB 23; GB 27,,
2018093003,3781,"(2:00) M.Crosby 52 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,16,GB,Field Goal,Kick Attempt Good,32386,,,BUF,34,2:00:00,,,,19,0,,52,,0,44,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,,,,,,,,,,,,,BUF 21; BUF 27; BUF 49,,
2018093003,3800,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",4,0,0,GB,Kickoff,Touchback,32386,,,GB,35,1:55:00,,,,22,0,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,4,9/30/2018,13:00:00,GB,BUF,,,,4.31,D,C,C,,,,,,8-0-2,,,GB 35; GB 37,,
2018120203,1102,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ARI,15,11:29:00,,,,6,0,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,,,,,,,,,,,,,ARI 36; ARI 51,,
2018120203,1118,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",2,0,0,GB,Kickoff,Touchback,32386,,,GB,35,11:29:00,,,,7,0,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,4.02,D,C,C,,,,,,8-0-2,,,GB 28,,
2018120203,1977,"(:18) M.Crosby 32 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,9,GB,Field Goal,Kick Attempt Good,32386,,,ARI,14,0:18:00,,,,7,7,,32,,0,24,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,,,,,,,,,,,,,ARI 30; ARI 51,,
2018120203,1996,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",2,0,0,GB,Kickoff,Touchback,32386,,,GB,35,0:15:00,,,,10,7,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,3.06,D,,,,,,,,8-0-2,,,GB 28,,
2018120203,2050,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,15:00:00,,,,10,7,,71,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,3.69,D,R,R,,,,,,8-0-2,,,GB 27; GB 28,,
2018120203,3700,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Extra Point,Kick Attempt Good,32386,,,ARI,15,5:26:00,,,,16,17,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,,,,,,,,,,,,,ARI 30; ARI 51,,
2018120203,3716,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",4,0,0,GB,Kickoff,Touchback,32386,,,GB,35,5:26:00,,,,17,17,,74,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2018,13,12/2/2018,13:00:00,GB,ARI,,,,4.08,D,C,C,,,,,,8-0-2,,,GB 28,,
2019091503,159,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",1,0,0,GB,Extra Point,Kick Attempt Good,32386,,,MIN,15,12:50:00,,,,6,0,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,,,,,,,,,,,,,MIN 41,,
2019091503,176,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,12:50:00,,,,7,0,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,3.53,D,R,R,,,,,,8-0-2,,,GB 37; GB 39,,
2019091503,665,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",1,0,0,GB,Extra Point,Kick Attempt Good,32386,,,MIN,15,3:18:00,,,,13,0,,,,0,25,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,,,,,,,,,,,,,MIN 41,,
2019091503,681,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,3:18:00,,,,14,0,,75,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,3.84,D,R,R,,,,,,8-0-2,,,GB 37; GB 39,,
2019091503,922,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Extra Point,Kick Attempt Good,32386,,,MIN,15,14:16:00,,,,20,0,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,,,,,,,,,,,,,MIN 41,,
2019091503,938,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",2,0,0,GB,Kickoff,Touchback,32386,,,GB,35,14:16:00,,,,21,0,,75,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,3.85,D,C,C,,,,,,8-0-2,,,GB 39; GB 51,,
2019091503,2273,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,15:00:00,,,,21,10,,71,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,2,9/15/2019,13:00:00,GB,MIN,,,,3.87,D,L,L,,,,,,8-0-2,,,GB 51; GB 85,,
2019122300,800,"(2:05) M.Crosby 42 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",1,4,3,GB,Field Goal,Kick Attempt Good,32386,,,MIN,24,2:05:00,,,,3,0,,42,,0,34,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,,,,,,,,,,,,,MIN 41,,
2019122300,822,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Kickoff,Touchback,32386,,,GB,35,2:00:00,,,,3,3,,69,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,4.13,D,C,C,,,,,,8-0-2,,,GB 35; GB 39,,
2019122300,1481,"(7:04) M.Crosby 33 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,5,GB,Field Goal,Kick Attempt Good,32386,,,MIN,15,7:04:00,,,,10,3,,33,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,,,,,,,,,,,,,MIN 41,,
2019122300,1500,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",2,0,0,GB,Kickoff,Touchback,32386,,,GB,35,7:00:00,,,,10,6,,74,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,3.84,D,C,C,,,,,,8-0-2,,,GB 35; GB 39,,
2019122300,2230,"(:03) M.Crosby 19 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,2,1,GB,Field Goal,Kick Attempt Good,32386,,,MIN,1,0:03:00,,,,10,6,,19,,0,109,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,,,,,,,,,,,,,MIN 22; MIN 41,,
2019122300,2264,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,15:00:00,,,,10,9,,72,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,4.02,D,C,C,,,,,,8-0-2,,,GB 35; GB 39,,
2019122300,2882,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Kickoff,Touchback,32386,,,GB,35,2:03:00,,,,10,17,,70,,40,75,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,4.06,D,C,C,,,,,,8-0-2,,,GB 35; GB 39,,
2019122300,3427,"M.Crosby extra point is No Good, Wide Right, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Extra Point,Kick Attempt No Good,32386,,,MIN,15,5:51:00,,,,10,23,,,,0,95,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,,,,,,,,,,,,,MIN 41,,
2019122300,3443,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",4,0,0,GB,Kickoff,Touchback,32386,,,GB,35,5:51:00,,,,10,23,,70,,40,45,32386,1-Jun,207,9/3/1984,Colorado,K,Mason Crosby,2019,16,12/23/2019,20:15:00,MIN,GB,,,,4.24,D,C,C,,,,,,8-0-2,,,GB 35; GB 39,,
