study_index,change_score
10_500,-60.48279071922268
10_500,-86.51829898433546
10_500,266.5082327809119
10_500,67.94440762755016
10_500,-175.19218760978418
10_500,142.80035607896048
10_500,318.5696330972396
10_500,159.52695056187954
10_500,-212.91876430247743
10_500,-61.83850501362535
10_500,193.744820776578
10_500,-94.44937021187873
10_500,73.61285408150833
10_500,121.89594396184255
10_500,-126.45097488375671
10_500,0.1486248748481529
10_500,-464.2333052117846
10_500,-140.67505364930398
10_500,-28.026376849330298
10_500,-173.28010234659297
10_500,247.09033658539977
10_500,-199.89566434039816
10_500,-55.388942032667074
10_500,27.91833775601259
10_500,219.1933415737594
10_500,-200.73062321584774
10_500,178.60267011911043
10_500,10.33001246908774
10_500,-134.41677489212532
10_500,76.28144904247726
10_500,37.889656666087156
10_500,-78.76643907771832
10_500,19.024236722283128
10_500,-47.400853625501654
10_500,25.404570840004805
10_500,105.47583934578574
10_500,240.31896357908195
10_500,-171.825298042101
10_500,320.157180036443
10_500,-276.07484161656475
10_500,-13.316877943823037
10_500,94.70260854157306
10_500,49.847829401595106
10_500,-82.04782802918349
10_500,-21.539404174855697
10_500,-63.118046918816006
10_500,-77.18254932295159
10_500,132.83768749507533
10_500,60.94363627194341
10_500,-92.29513611018622
10_500,140.13496834179915
10_500,53.687486672153696
10_500,127.47541045775257
10_500,100.73212856445461
10_500,-112.15708855609094
10_500,-72.9231245241132
10_500,117.90554806625258
10_500,97.92129884722155
10_500,5.785844134068121
10_500,25.960653902602097
10_500,195.3143526957935
10_500,-77.50461188552615
10_500,88.68648839933226
10_500,-20.673966894856836
10_500,-22.934553437638314
10_500,169.20526670849628
10_500,129.30772673502474
10_500,127.5699169484787
10_500,199.37385152011038
10_500,11.902030538065475
10_500,108.3689452232863
10_500,-36.44760955169851
10_500,56.149236197325514
10_500,-10.158176620180683
10_500,22.993240665931914
10_500,95.70089449388934
10_500,-110.58455278399913
10_500,314.22479645995236
10_500,-137.9938756150516
10_500,-168.37690436469683
10_500,177.86519185907346
10_500,124.38130983924304
10_500,99.92807480536241
10_500,100.54482346546183
10_500,7.049033467199873
10_500,-122.11968570080194
10_500,19.900310302617974
10_500,-89.99669937751386
10_500,151.15725034548993
10_500,-12.626858216707191
10_500,-111.64657523202689
10_500,-38.0704633867044
10_500,69.10468937343506
10_500,-73.44030763701127
10_500,-111.16831920576016
10_500,44.403136414396876
10_500,44.589861639482876
10_500,-65.15294625517087
10_500,-59.91255504836474
10_500,42.704651794781036
10_500,-202.514477581863
10_500,-196.5858204325493
10_500,-96.02196844345086
10_500,-22.316584719659872
10_500,54.21408838278335
10_500,224.16781653529597
10_500,134.0137003768431
10_500,-14.506888908778517
10_500,6.061020192522805
10_500,-137.48479222279593
10_500,6.13444459520889
10_500,-33.29385936041606
10_500,55.93792788995036
10_500,-111.89961921568411
10_500,84.63619104311067
10_500,232.5429416336288
10_500,-7.037296558993422
10_500,67.4671458801374
10_500,109.56444186925866
10_500,-49.72249546901275
10_500,41.54324443234547
10_500,10.674363066342735
10_500,23.09250758798035
10_500,-103.98592699358588
10_500,12.413787154616184
10_500,81.52037302628092
10_500,220.63393533810233
10_500,148.84406900839687
10_500,323.09798102937276
10_500,-103.15951394229427
10_500,136.1535061150338
10_500,35.595626798541936
10_500,328.4428164291554
10_500,-109.13635795833984
10_500,-113.7226921244094
10_500,-78.64614072654194
10_500,-301.1505693524834
10_500,-67.8985747636011
10_500,-101.96053182611627
10_500,30.786764945261915
10_500,58.71647868693295
10_500,282.667553104306
10_500,147.5528325295391
10_500,-75.36382539959841
10_500,-122.28903390450532
10_500,80.63311272302934
10_500,-183.85433578203327
10_500,276.14173201945084
10_500,180.97824032173037
10_500,-59.64069685304774
10_500,-241.19910955491144
10_500,206.43699434103763
10_500,-7.880855454347444
10_500,189.49836813254953
10_500,-223.87359233198157
10_500,-78.64356868705036
10_500,9.601804700295826
10_500,15.69339211077204
10_500,-56.85152582417038
10_500,99.74273246362007
10_500,-146.98496993346865
10_500,-11.944109393125846
10_500,26.393875995827877
10_500,83.91990480531484
10_500,112.69816286451841
10_500,-155.30740141937397
10_500,-215.0707119803506
10_500,195.31609333662712
10_500,57.33840422515641
10_500,-100.40670750630424
10_500,235.23036680977359
10_500,25.719431709909834
10_500,180.95737841614365
10_500,18.690939980020033
10_500,309.6069667092509
10_500,265.0321611097013
10_500,-27.500365048972554
10_500,150.63929808597524
10_500,103.03045202559703
10_500,208.59112817492192
10_500,-131.99613148388366
10_500,108.9671282639366
10_500,163.3157542023441
10_500,-247.8552489319925
10_500,-163.86259124169587
10_500,-288.7937467841068
10_500,-30.484018032942743
10_500,113.56327609928047
10_500,228.10864517642906
10_500,19.65076464282608
10_500,246.53633767462114
10_500,-192.59223287747332
10_500,-239.7757715606253
10_500,0.729172298515552
10_500,64.89163522280055
10_500,4.064608501449183
10_500,-292.9110442336559
10_500,-4.170781378189325
10_500,-181.55358968322437
10_500,106.57659175301563
10_500,62.34226025463301
10_500,-128.34095458883408
10_500,-66.16348094766057
10_500,-145.75796411477538
10_500,-0.3116702836191152
10_500,148.24150494094783
10_500,-135.03231259865046
10_500,82.40312407125221
10_500,-68.55573821450119
10_500,-106.88498065757054
10_500,-6.784830291339645
10_500,-142.25931716850286
10_500,-71.96980409410831
10_500,-165.99632046910358
10_500,295.5922383970793
10_500,13.98326523370441
10_500,-93.28993289938718
10_500,40.06729342874239
10_500,-7.558039243258392
10_500,-23.41450179019077
10_500,98.47539645805317
10_500,119.39631814835731
10_500,-68.59128181866006
10_500,-75.20540679639024
10_500,-31.307897609654752
10_500,-327.1337565640761
10_500,-212.30884451597
10_500,208.3346479930569
10_500,248.9229709536862
10_500,-27.510857702808927
10_500,92.98617629495786
10_500,54.2640899594517
10_500,458.2056010218106
10_500,172.24078719908923
10_500,-9.833365634262346
10_500,-130.62665999621865
10_500,-225.62774123387078
10_500,38.53242100834963
10_500,-101.55450529944807
10_500,-198.74444256418715
10_500,-85.53219574461839
10_500,-149.01772866616847
10_500,255.07834344995868
10_500,137.5136512997468
10_500,7.672851947598388
10_500,224.8374333855978
10_500,20.128542822168686
10_500,-116.86976376266975
10_500,231.13963614953795
10_500,87.49152928484665
10_500,-142.55178064708076
10_500,-18.943854423244616
10_500,-118.9618487882359
10_500,-192.98605145659934
10_500,144.01403544664208
10_500,287.5198476748036
10_500,-195.2874012627816
10_500,91.00301907269576
10_500,-86.12617480658923
10_500,-62.260497916333705
10_500,-77.62466265643967
10_500,-117.26479310235942
10_500,15.91830928836669
10_500,-112.44244031152941
10_500,48.31021788523483
10_500,1.504118038296693
10_500,-26.03849396633546
10_500,-123.62434832592186
10_500,-75.34451227399232
10_500,119.08741282770556
10_500,81.94639208784659
10_500,-133.83976694058782
10_500,23.334234463260014
10_500,118.50300565855606
10_500,-234.81673390176684
10_500,88.14103784043424
10_500,-87.8748546439798
10_500,92.11655069474335
10_500,-102.56280244297724
10_500,-254.58986046503674
10_500,-228.70676394204392
10_500,15.854574737212577
10_500,46.743520727058296
10_500,-123.15043646017858
10_500,102.04038728437267
10_500,-233.6658696367686
10_500,-0.8080097969144724
10_500,-167.9138840157451
10_500,-86.30037428561413
10_500,15.754411408171762
10_500,-116.74266341164224
10_500,-47.29021425056347
10_500,155.70702627891467
10_500,-75.36210518780163
10_500,130.8074959541656
10_500,-156.04661419825047
10_500,86.16250903670986
10_500,219.23644584032093
10_500,-351.90523409622807
10_500,-107.47206177929786
10_500,93.06136558176244
10_500,-20.798425157416588
10_500,63.00599601373715
10_500,-79.31643177795972
10_500,21.47443718476746
10_500,-13.884944009519966
10_500,179.2767220983025
10_500,45.96973253736867
10_500,58.11029382252071
10_500,-51.27783320112238
10_500,-62.33067756990738
10_500,-54.296300976494244
10_500,66.40759496141557
10_500,-52.6070941138278
10_500,51.12972513015912
10_500,311.74558443306057
10_500,135.9789571378428
10_500,-38.747344065041794
10_500,184.15617240738922
10_500,-50.72298269769344
10_500,-288.6320840211376
10_500,-138.29584021212918
10_500,-264.2095372788405
10_500,-42.46765611684052
10_500,11.524676860244316
10_500,253.51602503889396
10_500,56.552213055749
10_500,-23.141706989478187
10_500,129.88996355869014
10_500,-313.8833701030414
10_500,43.22491568565088
10_500,121.34587099008421
10_500,-206.9662946220975
10_500,175.7697823019927
10_500,58.24073784496687
10_500,-51.77566819864547
10_500,101.19231907107614
10_500,340.24887094047534
10_500,35.38023788502125
10_500,45.064791996126516
10_500,-58.20821308719988
10_500,-115.20009625747035
10_500,130.02573336480083
10_500,-116.11075803983837
10_500,19.281718448130466
10_500,-60.87863261113199
10_500,78.74458801287288
10_500,57.535161276845024
10_500,160.26761131506635
10_500,-65.60148968203679
10_500,-30.552338335701364
10_500,-134.01614582068282
10_500,-56.00905943760357
10_500,63.90427569113249
10_1000,107.41884179326253
10_1000,-132.53537628155755
10_1000,123.51206370492874
10_1000,192.9669308106912
10_1000,58.324377809579495
10_1000,267.44137073310304
10_1000,-111.33215232005095
10_1000,-178.61970775717958
10_1000,-254.93866653628265
10_1000,213.0312737797412
10_1000,92.7538300903142
10_1000,-8.699390790211556
10_1000,39.25179885464951
10_1000,-161.59071409864245
10_1000,348.74626414777083
10_1000,17.709708963382262
10_1000,14.876481369987552
10_1000,102.95716101812727
10_1000,67.98087490973448
10_1000,31.237205015733743
10_1000,-113.71650645311968
10_1000,66.61746620198788
10_1000,268.18855937992925
10_1000,191.50678639792955
10_1000,226.91309110878424
10_1000,-73.80990805867971
10_1000,-142.17260557664784
10_1000,-18.731422637768294
10_1000,7.206955466341621
10_1000,155.60576299982242
10_1000,-242.61257828792225
10_1000,217.81934457428244
10_1000,-23.3358603302568
10_1000,-61.75833609527692
10_1000,-145.38783379139454
10_1000,-237.23833123429196
10_1000,116.87636789138536
10_1000,9.721035700068192
10_1000,-185.09404740759274
10_1000,-185.82540087168627
10_1000,-48.74049546786485
10_1000,237.7500390299644
10_1000,-37.852324479056676
10_1000,-215.55815893545176
10_1000,-35.87337849644006
10_1000,-39.72894288629565
10_1000,-386.1463502319269
10_1000,-8.515075345997793
10_1000,-33.75721149056543
10_1000,98.7329450707678
10_1000,263.4630233590022
10_1000,160.23199788390036
10_1000,-39.18093152428896
10_1000,-158.88084636466402
10_1000,366.98165924507026
10_1000,7.706186212052379
10_1000,1.2342836568115487
10_1000,-4.203757812036324
10_1000,27.55044232396979
10_1000,-21.38560912970676
10_1000,-82.73360470748125
10_1000,-78.90339682644283
10_1000,-5.436741209371958
10_1000,-78.41264753738851
10_1000,-102.62322487755584
10_1000,14.452839249843521
10_1000,-37.19295616540326
10_1000,214.16715450534434
10_1000,-379.5847492597311
10_1000,155.2221191618322
10_1000,177.3116512423979
10_1000,-297.04755468690496
10_1000,-49.72693195922567
10_1000,-53.83582794060377
10_1000,-201.89227442357387
10_1000,-111.90768790811164
10_1000,-159.4595898474811
10_1000,249.64646411096876
10_1000,132.95394286774362
10_1000,180.95134763318936
10_1000,102.37204080693618
10_1000,-162.09983396632165
10_1000,-75.71115866847165
10_1000,69.17629603712467
10_1000,-175.40057268881947
10_1000,101.13256241085396
10_1000,-35.09918396912892
10_1000,-54.31882786870126
10_1000,100.84126240795959
10_1000,62.7298146306105
10_1000,-52.338973822964554
10_1000,164.91414494045972
10_1000,-155.24219620907064
10_1000,87.2621046251765
10_1000,83.9990337294435
10_1000,-44.99099936560023
10_1000,45.84877680713086
10_1000,-179.54269272026713
10_1000,131.2889398829463
10_1000,-27.179096891528452
10_1000,-75.45432890991249
10_1000,149.14912943201523
10_1000,-101.4082601143422
10_1000,-202.0279742631455
10_1000,-223.20143921085065
10_1000,85.84370999789147
10_1000,-183.7319715963415
10_1000,250.00711104050004
10_1000,-298.2678187284737
10_1000,241.6705290697274
10_1000,29.398550102952765
10_1000,-14.57672142157777
10_1000,-78.62618802386717
10_1000,56.28105431213572
10_1000,-6.134306941901372
10_1000,156.90765087788313
10_1000,15.567105194378545
10_1000,20.72216294053461
10_1000,-52.71709876923182
10_1000,-8.893873475549608
10_1000,43.22920664324884
10_1000,-245.1424789065642
10_1000,-193.41443983685633
10_1000,105.45758200980816
10_1000,23.660750544200347
10_1000,-27.047798651458017
10_1000,1.8780052472890114
10_1000,48.91383347737544
10_1000,-77.88889924870456
10_1000,-111.97742941815865
10_1000,27.23041280261619
10_1000,-140.56752581332674
10_1000,57.58383930188557
10_1000,-244.05859854869746
10_1000,146.31201474504357
10_1000,66.7788203020352
10_1000,35.83088670763774
10_1000,139.6721294439484
10_1000,237.24315458920267
10_1000,144.19912899015014
10_1000,-263.82058610959183
10_1000,-183.61016408738956
10_1000,-90.04397372784182
10_1000,2.972221514584306
10_1000,73.21819781628261
10_1000,-104.46637739764533
10_1000,25.933079624754747
10_1000,-108.70186260190383
10_1000,-88.14326830933875
10_1000,-201.7707224075653
10_1000,-132.68798431006223
10_1000,-193.91447966213872
10_1000,-140.21033909838866
10_1000,149.81113240267484
10_1000,-136.42710327164755
10_1000,375.41605009151164
10_1000,69.73980660040775
10_1000,25.657187469774502
10_1000,-123.41715968765214
10_1000,99.31934493095973
10_1000,-83.01595296482009
10_1000,16.679191172952507
10_1000,365.084599213334
10_1000,-14.483376192258408
10_1000,163.47705568061886
10_1000,-101.24145571744813
10_1000,-5.756158340645017
10_1000,252.29446300784196
10_1000,-90.35099552495814
10_1000,258.2460284966959
10_1000,100.38282856762252
10_1000,-81.13378539842583
10_1000,89.61600290971656
10_1000,138.2235998557319
10_1000,88.10156090845177
10_1000,-225.14426804766785
10_1000,-104.66549151230909
10_1000,-36.127110957947245
10_1000,-11.392913357206229
10_1000,87.9389579334109
10_1000,24.637565169812376
10_1000,-191.5794280184444
10_1000,53.5747412919709
10_1000,86.49759945365525
10_1000,79.23885708236836
10_1000,153.6893357743214
10_1000,118.41278730508893
10_1000,64.86144845691487
10_1000,-10.783048576670286
10_1000,-238.11064156605656
10_1000,60.637003722169176
10_1000,28.922718348450545
10_1000,38.05288240022212
10_1000,-183.20598177032326
10_1000,-155.24122630677513
10_1000,149.7412615002115
10_1000,-6.408743019777583
10_1000,96.6314778697948
10_1000,3.290510526954443
10_1000,3.4959695832719717
10_1000,133.32626120189659
10_1000,-74.49998853148605
10_1000,12.979599582190497
10_1000,-66.81623571953166
10_1000,-62.84655624911768
10_1000,-44.937508935806655
10_1000,30.987090660668144
10_1000,-69.17030560736461
10_1000,178.69364554790045
10_1000,-128.59728373990004
10_1000,-27.460543203902994
10_1000,-63.594623302932106
10_1000,206.01959017481713
10_1000,27.331804730979
10_1000,146.69626385735842
10_1000,-213.04557557276217
10_1000,37.40574114346438
10_1000,126.3736556233914
10_1000,11.002296915509865
10_1000,151.50288726077758
10_1000,-74.67771869944856
10_1000,200.64212978440662
10_1000,327.760575265726
10_1000,-52.60654249322498
10_1000,-64.4193761073185
10_1000,206.93510418447866
10_1000,224.9675564907153
10_1000,-75.47390741250726
10_1000,-60.801714924614856
10_1000,-41.0237822112717
10_1000,-192.8807141051428
10_1000,-132.0333080811788
10_1000,-144.24981933890277
10_1000,-110.47593668884885
10_1000,-5.712772892094215
10_1000,32.713482420559416
10_1000,220.81316327270287
10_1000,-143.4228854396508
10_1000,139.90526161166787
10_1000,-31.335641477848284
10_1000,-7.824694053463819
10_1000,95.67672123192372
10_1000,-161.19530097971898
10_1000,53.890825222704066
10_1000,23.0300917894159
10_1000,69.61596258104925
10_1000,40.566498461953316
10_1000,350.11071399463435
10_1000,-91.89046673310204
10_1000,-76.63668952078315
10_1000,-89.80417708334573
10_1000,-80.13495046409011
10_1000,-91.84004282006889
10_1000,169.15643349403524
10_1000,202.2364583494063
10_1000,-82.31694388359091
10_1000,-119.70139598327168
10_1000,66.60992087676546
10_1000,-79.66993711764692
10_1000,89.69089472970305
10_1000,28.24183867956336
10_1000,-217.35888838141184
10_1000,220.3851305542728
10_1000,255.87801825495703
10_1000,-88.32488049336493
10_1000,-56.15951131763862
10_1000,40.09445744454629
10_1000,47.0382586837518
10_1000,93.35096212629318
10_1000,286.50572558670086
10_1000,-26.04232562220478
10_1000,-114.83439754956619
10_1000,-197.863518549009
10_1000,-105.20749884191989
10_1000,-5.4901440135249935
10_1000,255.68941501404294
10_1000,-74.72385441223975
10_1000,31.223476056937887
10_1000,-3.103100401852309
10_1000,169.0673688164611
10_1000,360.3471007541913
10_1000,-76.61837206317009
10_1000,-70.69804377145515
10_1000,148.45629138467967
10_1000,96.68732280895338
10_1000,263.14167006069374
10_1000,82.68818460492751
10_1000,-52.099745390394425
10_1000,83.64943472613851
10_1000,157.67956363957896
10_1000,116.49219014117757
10_1000,71.7341635407767
10_1000,151.67355702531032
10_1000,166.33827443120276
10_1000,196.7568498839881
10_1000,91.94561022524806
10_1000,-24.637722227658223
10_1000,20.209420352175698
10_1000,171.65613501441356
10_1000,-117.49786331999498
10_1000,51.92786280812333
10_1000,-56.965085158593425
10_1000,3.351450567651173
10_1000,181.93690853956087
10_1000,26.55217385060747
10_1000,5.879630973670704
10_1000,-195.08220724861533
10_1000,105.88478311380352
10_1000,91.4846507802638
10_1000,308.37688133034266
10_1000,-44.738319677024585
10_1000,30.560750974036285
10_1000,34.88115372783969
10_1000,224.66476660706428
10_1000,-14.374146679478116
10_1000,39.116456426380196
10_1000,86.11330269438947
10_1000,25.910552387120322
10_1000,-64.55243104842481
10_1000,26.979582572982427
10_1000,152.66773386446147
10_1000,-147.44718162859652
10_1000,18.24537545955036
10_1000,-100.80480334432795
10_1000,170.01814567627477
10_1000,-218.42247687089232
10_1000,-80.62720851163415
10_1000,53.14803978188311
10_1000,222.9600545414546
10_1000,-10.15207251248659
10_1000,-80.09528198477051
10_1000,268.06460244499516
10_1000,-207.68011487250098
10_1000,-314.9696947039257
10_1000,62.12264443733217
10_1000,-72.50071953432874
10_1000,-146.69230509568408
10_1000,100.46921443331843
10_1000,34.083336950108816
10_1000,-81.36412245030041
10_1000,-183.71411546252457
10_1000,123.91953523108627
10_1000,92.15871838985439
10_1000,-14.928653245258243
10_1000,263.1316198175508
10_1000,-153.67333940447247
10_1000,-218.7566194470226
10_1000,-99.63118681596052
10_1000,-7.270564476431705
10_1000,34.01742140337046
10_1000,-35.22931893204096
10_1000,49.553132255372184
10_1000,-179.60354716286304
10_1000,205.5604064523418
10_1000,-12.495794070976338
10_1000,158.9074122729506
10_1000,48.21985075526881
10_1000,64.51464564304965
10_1000,80.6645649555346
10_1000,63.22214704713116
10_1000,91.0900385494515
10_1000,189.18212813265072
10_1000,27.32700225537235
10_1000,100.56171627636613
10_1000,-13.579635484638931
10_1000,205.03918784101737
10_1000,-97.4139547653198
10_1000,256.60149603936077
10_1000,-6.4948838007573695
10_1000,-205.21665856535276
10_1000,17.550120874878807
10_1000,-98.07978531146834
10_1000,119.37328705914304
10_1000,-94.01741728092361
10_1000,-64.51667967070001
10_1000,-270.7751193286039
10_1000,-65.39165146155374
10_1000,-347.1330974729859
10_1000,-227.09889446586274
10_1000,107.90842920337217
10_1000,111.53606467877503
10_1000,60.042438056536184
10_1000,-138.93892556992745
10_1000,-7.574279480881302
10_1000,-1.2710475683925004
10_1000,-166.2887044094987
10_1000,214.08217265445347
10_1000,124.62046345672158
10_1000,-32.332429038706955
10_1000,3.0857983085220786
10_1000,29.022052400107786
10_1000,-292.52394435675393
10_1000,-36.07834526576955
10_1000,-98.21305422998157
10_1000,-143.8895985003546
10_1000,-40.92599218702335
10_1000,256.1365068173221
10_1000,90.82139754651284
10_1000,-82.37877695071793
10_1000,81.06690529745477
10_1000,199.2142539045082
10_1000,131.37563325371883
10_1000,7.765052618367305
10_1000,-93.20470560570386
10_1000,99.0211708018791
10_1000,55.473554648725795
10_1000,127.16853640595906
10_1000,90.01099259476844
10_1000,149.22679508888064
10_1000,-77.24234425786875
10_1000,187.50182170820185
10_1000,27.48111261934898
10_1000,295.80239657225667
10_1000,-99.24245778059974
10_1000,247.31621491969594
10_1000,27.5255806437993
10_1000,-93.8450811143684
10_1000,-69.90442280315021
10_1000,-46.534463597020235
10_1000,59.857863818428584
10_1000,73.95792464958939
10_1000,-82.73903455771838
10_1000,-4.2365545245405105
10_1000,305.3781766258884
10_1000,246.11289080892033
10_1000,61.595225063521305
10_1000,4.674529603431445
10_1000,16.39646157206487
10_1000,86.91662020396241
10_1000,-146.9151959926279
10_1000,-37.535823451785916
10_1000,-239.20000248781062
10_1000,56.293487953183806
10_1000,91.72926425923765
10_1000,-69.80448127990917
10_1000,224.16939496209142
10_1000,-175.92042880046486
10_1000,-210.0181292843192
10_1000,31.318343873449013
10_1000,148.87605495263335
10_1000,239.8801578716573
10_1000,-66.33165182689899
10_1000,153.38925728821948
10_1000,-6.259169880533712
10_1000,-25.424999948260265
10_1000,125.5204089015686
10_1000,92.4619133270387
10_1000,-226.02560626770114
10_1000,210.24412140467246
10_1000,196.46138073064915
10_1000,-90.15031040345112
10_1000,55.80482230736978
10_1000,69.84159350778512
10_1000,36.49452743920656
10_1000,-79.39586701089405
10_1000,-96.73246521853865
10_1000,-4.4079622638002185
10_1000,166.8289177881193
10_1000,76.92523408239282
10_1000,-53.7177147091786
10_1000,109.52094155819847
10_1000,-407.81827122612816
10_1000,163.40451499438134
10_1000,-249.36456947976217
10_1000,-52.54972199411415
10_1000,-160.75914636957575
10_1000,-185.76862648612143
10_1000,165.12806673755173
10_1000,-67.59160871260019
10_1000,48.759810477875064
10_1000,-7.4612759407338665
10_1000,67.4137825312973
10_1000,10.221752931778191
10_1000,-184.0982107230813
10_1000,141.61214156154404
10_1000,-71.31497119076253
10_1000,-223.19468354492477
10_1000,-61.934689994807044
10_1000,213.7051245111177
10_1000,120.7420286533158
10_1000,-50.57927585436731
10_1000,-50.6658129197594
